LOG HH_CLint (uL/min/1E6 cells),canonical_smiles
0.505149978319906,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1
0.5105450102066121,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12
0.5185139398778875,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1
0.5198279937757188,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
0.5198279937757188,CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1
0.5198279937757188,Cn1cnc2c(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)ccc21
0.5301996982030822,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1
0.5314789170422551,O=C(CC1CCCCCC1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12
0.5390760987927766,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
0.5403294747908738,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
0.5403294747908738,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
0.5502283530550941,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1
0.5705429398818975,NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1
0.5705429398818975,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
0.5705429398818975,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O
0.5797835966168101,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1
0.5809249756756193,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2
0.5899496013257077,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
0.5921767573958668,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
0.5998830720736879,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
0.5998830720736879,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
0.5998830720736879,N=C(N)N1CCc2ccccc2C1
0.6063813651106049,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O
0.6201360549737576,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
0.6304278750250238,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
0.6304278750250238,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(=O)N(C)C
0.6493348587121419,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl
0.6503075231319364,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O
0.6503075231319364,Cc1cc(=O)n(-c2ccccc2)n1C
0.6599162000698503,CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1
0.6599162000698503,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
0.6599162000698503,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
0.670245853074124,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
0.670245853074124,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2
0.6720978579357175,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O
0.6776069527204931,Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
0.6803355134145632,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
0.6803355134145632,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(CC(=O)O)cc2)cc1
0.6803355134145632,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1
0.6884198220027107,COc1ncccc1-c1cccc2c(N)c3c(nc12)CN(C1CCC1)C3=O
0.6901960800285137,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1
0.6901960800285137,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
0.6919651027673603,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
0.6998377258672457,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
0.7032913781186614,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
0.7101173651118162,C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1
0.7126497016272114,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
0.7134905430939426,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1
0.7201593034059569,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1
0.7201593034059569,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
0.7201593034059569,NC(=O)N1c2ccccc2C=Cc2ccccc21
0.7299742856995556,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
0.7299742856995556,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
0.7403626894942439,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1OCCN1CCCC1
0.7497363155690611,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl
0.7497363155690611,CN(C)CCCN1c2ccccc2CCc2ccccc21
0.7596678446896306,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12
0.7596678446896306,Nc1nc2ccc(F)cc2s1
0.7596678446896306,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1
0.7693773260761385,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
0.7781512503836436,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1
0.7781512503836436,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2
0.7781512503836436,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
0.7902851640332417,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
0.7902851640332417,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
0.8000293592441343,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
0.8000293592441343,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
0.8000293592441343,CC(=O)Nc1ccc(O)cc1
0.8102325179950841,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
0.8102325179950841,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
0.8202014594856403,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1
0.8202014594856403,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
0.829946695941636,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
0.829946695941636,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
0.8401060944567578,Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1
0.8401060944567578,CNCCCN1c2ccccc2CCc2ccccc21
0.8444771757456815,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1
0.8450980400142568,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
0.850033257689769,CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1
0.850033257689769,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
0.859738566197147,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1
0.8698182079793282,Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12
0.8698182079793282,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
0.8802417758954804,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
0.8802417758954804,CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1
0.8802417758954804,CC(C)NCC(O)COc1cccc2[nH]ccc12
0.8898617212581884,CC(c1cc2ccccc2s1)N(O)C(N)=O
0.8898617212581884,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
0.8898617212581884,NC1(c2ccc(-c3nn4ccnc4cc3-c3ccccc3)cc2)CCC1
0.8976270912904415,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1
0.8998205024270963,NC1=Nc2ccccc2Sc2ccccc21
0.8998205024270963,C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)cnc1C#N)c1ccc(F)cn1
0.9100905455940682,N#Cc1cccc(-c2cccc(C(=O)O)c2)c1
0.9299295600845878,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1
0.9299295600845878,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
0.9299295600845878,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
0.9395192526186185,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1
0.9400181550076633,OC(c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)c(F)c1)(C(F)(F)F)C(F)(F)F
0.9400181550076633,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12
0.9498777040368748,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1
0.9599948383284161,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
0.9599948383284161,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1
0.9599948383284161,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
0.9599948383284161,NC1(c2ccc(-c3c(-c4ccccc4)ccn4ccnc34)cc2)CCC1
0.9698816437465,O=C(O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1
0.9698816437465,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
0.9777236052888478,CCN(C(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1)C1CCCCC1
0.989894563718773,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
0.989894563718773,Cc1ccc2[nH]c(C(=O)O)nc2c1
1.0,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12
1.0,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1
1.0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC1CC(F)(F)C1
1.0098756337121602,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
1.0098756337121602,NC1(c2ccc(-c3c(-c4ccccc4)ccc4ccnn34)cc2)CCC1
1.0199466816788423,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
1.0199466816788423,O=C1NC(=O)C(=CC=Cc2ccccc2)S1
1.0301947853567512,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
1.0301947853567512,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2
1.0301947853567512,C=CC(=O)Nc1ccc(OC)cc1
1.0301947853567512,C[C@@H]1CN(C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N2CCC(C(=O)NC(C)(C)C)(C3CCCCC3)CC2)C[C@H](C)N1
1.0301947853567512,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C(=O)O)cc2)cc1
1.0398105541483504,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O
1.0398105541483504,O=c1[nH]c2cc(Cl)ccc2o1
1.0599418880619547,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F
1.0799044676667207,CCOc1ccc2nc(N)sc2c1
1.0799044676667207,CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1
1.089905111439398,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1
1.089905111439398,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
1.1000257301078626,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
1.1000257301078626,COc1cc(N2CCN(C(=O)[C@@H](C)O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
1.1099158630237933,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
1.1099158630237933,Clc1ccc(Cn2c(-c3nn[nH]n3)cc3ccccc32)cc1Cl
1.1199154102579911,NC1=Nc2ccccc2Sc2cccc(F)c21
1.1199154102579911,C=CCc1ccccc1OCC(O)CNC(C)C
1.1300119496719043,NC1(c2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CCC1
1.1300119496719043,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12
1.1300119496719043,Cc1ccc(-c2cc(-c3ccccc3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
1.130333768495006,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1
1.1398790864012365,NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1
1.1398790864012365,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
1.1398790864012365,Cc1nn(C2CCCCC2)c(N)c1-c1ccccc1
1.1398790864012365,Nc1c2c(nc3ccccc13)CCCC2
1.1398790864012365,COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
1.146128035678238,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
1.1598678470925667,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
1.1598678470925667,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12
1.1598678470925667,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
1.1613680022349748,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
1.169674434058807,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3cccc4ccccc34)c2s1
1.1699681739968923,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
1.1699681739968923,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc([S+](C)[O-])cc2)cc1
1.1699681739968923,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1
1.180125875164054,C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO
1.180125875164054,CCN(CC)CCN1C(=O)C(O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F
1.190051417759206,CC(C)(N)C(=O)N[C@H](COCc1ccc(F)cc1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)[C@]2(Cc2ccccn2)C1
1.190051417759206,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
1.190051417759206,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc2sc(CO)nc2c1
1.190051417759206,O=C(O)C1CSC(c2ccccc2Cl)N1C(=O)c1ccc(Cl)cc1
1.190051417759206,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1
1.190051417759206,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1
1.2041199826559248,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1
1.2100508498751372,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
1.2100508498751372,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1
1.2201080880400552,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2
1.2201080880400552,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
1.2299376859079338,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
1.2400497721126476,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
1.2400497721126476,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
1.2400497721126476,O=C(O)CC[C@@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)CCCCCCc1ccccc1
1.2400497721126476,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1
1.249931756634195,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
1.249931756634195,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]ncc12
1.249931756634195,Cc1ccc(-n2c(C)cc(/C=C3\SC(=O)NC3=O)c2C)cc1
1.2600713879850747,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4
1.2600713879850747,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1
1.2600713879850747,NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1
1.269979676645324,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1O
1.269979676645324,Cc1c(Cl)cccc1S(=O)(=O)N1CCC[C@H](C(=O)NC2CCCCC2)C1
1.2798949800116382,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1
1.2798949800116382,Cc1noc(C)c1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1
1.2798949800116382,Nc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccncc2)s1
1.2889196056617265,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12
1.290034611362518,Cc1ccc(-c2cccc([S@]3(=O)=NC(=O)[C@H](C)N3)c2)cc1
1.290034611362518,NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1
1.2990712600274095,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12
1.2999429000227671,O=C(CCCc1ccc2cccnc2n1)NCc1cc(-c2ccc(F)c(C(F)(F)F)c2)no1
1.2999429000227671,COc1cc(C(CO)CO)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
1.3010299956639813,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@@H]2COCCN2)c1
1.3021143769562011,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1
1.3100557377508915,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12
1.330007700872759,O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1
1.330007700872759,C=CC(=O)Nc1ccc(C)cc1
1.3400473176613932,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1
1.3404441148401183,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1
1.3500540935790304,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12
1.3500540935790304,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
1.3600250891893975,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1
1.3654879848908996,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
1.365862215402555,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12
1.369957607346053,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
1.3800302479678306,COc1cc(C2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
1.3900514964589874,FC(F)(F)Oc1ccc(-c2nnc(CCCCc3ccc4cccnc4n3)o2)cc1Cl
1.3900514964589874,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
1.3900514964589874,O=S(=O)(Nc1ccc2sc(CO)nc2c1)c1ccc(Br)cc1
1.4000196350651586,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1
1.4000196350651586,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1
1.4000196350651586,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1
