LOG HLM_CLint (mL/min/g),canonical_smiles
0.47712125471966244,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
0.47712125471966244,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
0.47712125471966244,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
0.47712125471966244,Cc1cc(C)nc(SCC(N)=O)n1
0.47712125471966244,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
0.47712125471966244,CC(=O)Nc1ccc(O)cc1
0.47712125471966244,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O
0.47712125471966244,CNCCC(Oc1ccccc1OC)c1ccccc1
0.47712125471966244,O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1
0.47712125471966244,COc1cc(NC(C)CCCN)c2ncccc2c1
0.47712125471966244,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1
0.47712125471966244,CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1
0.47712125471966244,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
0.47712125471966244,CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
0.47712125471966244,C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
0.47712125471966244,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1
0.47712125471966244,O=C(O)[C@@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1
0.47712125471966244,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12
0.47712125471966244,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1
0.47712125471966244,O=C(O)[C@@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1
0.47712125471966244,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1
0.47712125471966244,C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
0.47712125471966244,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(CC(F)(F)F)CC2)cc1
0.47712125471966244,CCc1nc2c(N)nc3ccccc3c2n1CC(C)C
0.47712125471966244,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,N#CN=C(N)c1sc(Nc2ccccc2)nc1N
0.47712125471966244,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1
0.47712125471966244,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl
0.47712125471966244,CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1
0.47712125471966244,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1
0.47712125471966244,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1
0.47712125471966244,Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O
0.47712125471966244,CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1
0.47712125471966244,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
0.47712125471966244,CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O
0.47712125471966244,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1
0.47712125471966244,COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
0.47712125471966244,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1
0.47712125471966244,O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
0.47712125471966244,O=C(NS(=O)(=O)c1ccccc1Cl)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,c1ccc(-c2[nH]nc3ccccc23)cc1
0.47712125471966244,N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1
0.47712125471966244,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1
0.47712125471966244,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1
0.47712125471966244,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O
0.47712125471966244,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F
0.47712125471966244,O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
0.47712125471966244,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c2ccccc12
0.47712125471966244,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12
0.47712125471966244,Cc1ccc2c(c1)c(-c1ccnc3c(C#N)cccc13)c(C)n2CC(=O)O
0.47712125471966244,Cc1c(CC(=O)O)c2cc(F)ccc2n1Cc1nc2ccccc2s1
0.47712125471966244,N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1
0.47712125471966244,O=C(O)COc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
0.47712125471966244,CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O
0.47712125471966244,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
0.47712125471966244,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O
0.47712125471966244,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1
0.47712125471966244,Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O
0.47712125471966244,O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1
0.47712125471966244,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
0.47712125471966244,O=C(O)COc1ccc([N+](=O)[O-])cc1-c1ccccc1
0.47712125471966244,Cc1ccc2c(c1)c(-c1ccnc3cc(C(F)(F)F)ccc13)c(C)n2CC(=O)O
0.47712125471966244,CCCCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O
0.47712125471966244,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1
0.47712125471966244,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br
0.47712125471966244,O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1
0.47712125471966244,OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccccc4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O
0.47712125471966244,Cn1c(-c2ccccc2C(F)(F)F)nnc1C12CCC(c3noc(-c4ccc(F)cc4)n3)(CC1)CC2
0.47712125471966244,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
0.47712125471966244,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1
0.47712125471966244,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@@](CCO)(c2ccc(F)cc2)OC1=O
0.47712125471966244,O=C(Nc1nc2c(=O)[nH]cnc2s1)c1ccccc1
0.47712125471966244,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O
0.47712125471966244,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)C(C)(C)C)cc2)CC1
0.47712125471966244,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1
0.47712125471966244,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O
0.47712125471966244,CN(C(=O)Cc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
0.47712125471966244,Nc1c(C(=O)c2cccc(OC[C@H](O)CO)c2)cnn1-c1ccc(F)cc1
0.47712125471966244,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NS(C)(=O)=O)cc2)CC1
0.47712125471966244,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(F)c2)CC1
0.47712125471966244,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
0.47712125471966244,Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
0.47712125471966244,CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1
0.47712125471966244,Cc1ccc(NC(=O)c2cncs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
0.47712125471966244,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1
0.47712125471966244,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(C)=O)cc2)CC1
0.47712125471966244,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
0.47712125471966244,CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
0.47712125471966244,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
0.47712125471966244,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O
0.47712125471966244,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
0.47712125471966244,C(=C/c1nn[nH]n1)\c1ccccc1
0.47712125471966244,CCS(=O)(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O
0.47712125471966244,O=C(O)CSCC(=O)Nc1nc(-c2ccc(F)cc2)cs1
0.47712125471966244,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
0.47712125471966244,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
0.47712125471966244,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1
0.47712125471966244,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N
0.47712125471966244,O=C(O)COc1ccc(Br)cc1-c1ccccc1
0.47712125471966244,Cc1ccc(C#N)cc1-c1cc(C(F)(F)F)ccc1OCC(=O)O
0.47712125471966244,Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1
0.47712125471966244,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1
0.47712125471966244,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
0.47712125471966244,CCC(CCNC)Oc1cc(Cl)ccc1C#N
0.47712125471966244,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C
0.47712125471966244,O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1
0.47712125471966244,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1
0.47712125471966244,COc1cccc(Oc2cncnc2O)c1
0.47712125471966244,CC1CN(S(=O)(=O)c2ccccc2)CCN1Cc1cc(Cl)ccc1OCC(=O)O
0.47712125471966244,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc1ccccc1
0.47712125471966244,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(F)c(F)c4)CC3)CC2)cc1
0.47712125471966244,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2ccc(S(C)(=O)=O)cc2n1CC(=O)O
0.47712125471966244,O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1
0.47712125471966244,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
0.47712125471966244,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1
0.47712125471966244,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1
0.47712125471966244,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1
0.47712125471966244,CCCC1CCCCC(N)=N1
0.47712125471966244,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
0.47712125471966244,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1
0.47712125471966244,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12
0.47712125471966244,O=C(O)c1cccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
0.47712125471966244,Cc1c(Oc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
0.47712125471966244,CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1
0.47712125471966244,CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
0.47712125471966244,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1-c1ccccc1
0.47712125471966244,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1
0.47712125471966244,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4Cl)CC3)CC2)cc1
0.47712125471966244,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1
0.47712125471966244,Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
0.47712125471966244,Cn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2ccccc21
0.47712125471966244,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1
0.47712125471966244,O=C(O)CCc1ccc(OCc2cccc(Br)c2)cc1
0.47712125471966244,CN(C)c1ccnc2sc(C(N)=O)c(N)c12
0.47712125471966244,O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1
0.47712125471966244,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O
0.47712125471966244,O=C(O)c1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,Cc1ccc2c(c1)c(Sc1ccccc1)c(CC(=O)O)n2C
0.47712125471966244,Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
0.47712125471966244,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
0.47712125471966244,N#Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
0.47712125471966244,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
0.47712125471966244,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O
0.47712125471966244,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1
0.47712125471966244,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2
0.47712125471966244,O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O
0.47712125471966244,NS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1
0.47712125471966244,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
0.47712125471966244,O=C(c1ccc(-c2noc(=O)[nH]2)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
0.47712125471966244,O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
0.47712125471966244,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
0.47712125471966244,Nc1nc2nc(SCc3cccc(F)c3F)nc(O)c2s1
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O
0.47712125471966244,Cc1cc(Cl)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1
0.47712125471966244,Cc1cc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl
0.47712125471966244,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1
0.47712125471966244,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1
0.47712125471966244,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N
0.47712125471966244,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)[nH]c12
0.47712125471966244,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1
0.47712125471966244,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1
0.47712125471966244,Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
0.47712125471966244,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
0.47712125471966244,O=C(O)[C@H](Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O
0.47712125471966244,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12
0.47712125471966244,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1
0.47712125471966244,CCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1
0.47712125471966244,Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1
0.47712125471966244,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1
0.47712125471966244,Cc1cnc(Oc2ccc(-n3ccnc3)cc2)nc1Oc1ccc2c(c1)OCO2
0.47712125471966244,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1C(C)C(=O)O
0.47712125471966244,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl
0.47712125471966244,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21
0.47712125471966244,Nc1nc2ccccc2[nH]1
0.47712125471966244,O=C(NO)c1ccccc1O
0.47712125471966244,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
0.47712125471966244,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
0.47712125471966244,N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O
0.47712125471966244,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1
0.47712125471966244,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1
0.47712125471966244,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
0.47712125471966244,Nc1nc2nc(SCc3ccccc3)nc(O)c2s1
0.47712125471966244,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1
0.47712125471966244,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1
0.47712125471966244,C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
0.47712125471966244,CCS(=O)(=O)CCCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2
0.48000694295715063,O=CN(O)CCCP(=O)(O)O
0.5198279937757188,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1
0.5563025007672873,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1
0.5910646070264992,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1
0.5998830720736879,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1
0.5998830720736879,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1
0.6020599913279624,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C
0.6020599913279624,Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O
0.6020599913279624,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
0.6020599913279624,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12
0.6020599913279624,Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O
0.6020599913279624,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
0.6020599913279624,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1
0.6020599913279624,O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1
0.6020599913279624,O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
0.6020599913279624,N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1
0.6020599913279624,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1
0.6020599913279624,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O
0.6020599913279624,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1
0.6020599913279624,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
0.6020599913279624,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
0.6020599913279624,N=C(N)c1cc2c(I)cccc2s1
0.6020599913279624,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1
0.6020599913279624,Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O
