rat_subcutaneous_LD50_(?log(mol/kg)),canonical_smiles
2.197324675,NC(=O)N1c2ccccc2C=Cc2ccccc21
2.265435781,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
2.06068177,COc1c2occc2cc2ccc(=O)oc12
3.542195305,CC(N)Cc1c[nH]c2ccccc12
2.367368077,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
3.700296262,CNC(C)Cc1ccccc1
2.852857562,CC(N)Cc1ccccc1
1.822066156,CCCCCCCCCCCC(=O)OCCSC#N
1.607384244,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C
3.354282641,C[N+]([O-])(CCCl)CCCl
3.753484775,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
2.208321897,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
2.333918471,CN(C)CCCN1c2ccccc2Sc2cccnc21
3.122350243,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O
3.25177607,COc1ccc2c3c([nH]c2c1)C(C)=NCC3
2.522611467,CC(C)NNC(=O)c1ccncc1
3.505708062,O=[N+]([O-])c1cc(I)c(O)c(I)c1
4.931523677,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
5.810234096,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
3.734214244,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23
1.744736712,O=c1nc[nH]c2n[nH]cc12
1.903744193,CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
2.864154,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
2.745388593,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
3.752265327,CCCCNc1c2c(nc3ccccc13)CCCC2
3.353186737,CC(C)NCC(O)COc1cccc2ccccc12
4.563972059,CNCC(O)c1ccc(O)c(O)c1
5.903473444,CP(=O)(F)OC1CCCCC1
1.734388658,NCCCCN
3.689436936,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
1.531874711,NC1CONC1=O
3.06865041,Cc1ccccc1C(OCCN(C)C)c1ccccc1
3.173848863,CCN(CC)CCN1c2ccccc2Sc2ccccc21
5.836861024,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
2.81608214,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
3.238017195,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
4.047436308,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
3.076376368,c1ccc(-c2ccccn2)nc1
2.654793184,CNNCc1ccc(C(=O)NC(C)C)cc1
2.616044682,CNC(C)Cc1ccc(O)cc1
3.38543705,CC(C)NP(=O)(F)NC(C)C
4.44767511,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
2.166179976,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
1.921108766,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C
5.350866706,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
2.575143085,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1
4.651683907,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
3.025821796,COc1ccc2c(c1)[nH]c1c(C)nccc12
2.442901316,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
4.265143422,COC(=O)CF
3.337422177,CC12CCC(CC1=O)C2(C)C
3.769798836,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl
2.724814716,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O
2.13661121,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COS(=O)(=O)O
4.359330433,COC1=CC=C2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5
2.788515462,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
3.652928155,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
4.710689034,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
3.582242955,O=S(=O)(CCCl)CCCl
2.142383177,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
2.307303058,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
3.782987596,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C
3.141611095,CC(CN1c2ccccc2Sc2cccnc21)N(C)C
2.09591773,CC=CC(=O)N(CC)c1ccccc1C
4.337307481,O=c1cccc2n1CC1CNCC2C1
1.813300708,O=C(O)CNC(=O)c1ccccc1O
4.202078946,Nc1ccc(C=C2C=Cc3ccccc32)cc1
2.395081087,OC(CBr)C(O)C(O)C(O)CBr
4.217777761,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
3.801616783,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1
2.065056603,C1COC1
3.159087559,Nc1ccccn1
3.733401557,O=C(O)CC[N+](=O)[O-]
3.258655903,CS(=O)CCCN=C=S
5.025527053,ClCCSCCCl
2.818654696,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
3.27393534,C[N+]1(Cc2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
1.760896091,CCC(C(=O)O)C1(O)CCCCC1
6.168246801,CCOP(=O)(OCC)SCC[N+](C)(C)C
4.479551894,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC
3.572299283,CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O
3.10516168,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
1.784580208,CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
1.551873665,Cc1ncc(CO)c(CN)c1O
2.543198586,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
1.661310923,O=C(Nc1ccc(O)cc1)c1ccccc1O
3.433826705,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
1.595417481,Cc1ncc(COP(=O)(O)O)c(CN)c1O
3.001908248,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
1.785767469,O=C(O)c1ccccc1
2.646395418,CC1CCCCN1CCCOC(=O)c1ccccc1
2.53817517,CN1CSC(=S)N(C)C1
1.44136831,C[n+]1cccc(C(=O)O)c1
3.737272725,NCC(O)c1cccc(O)c1
2.090425273,CCc1cc(C(N)=S)ccn1
3.158330981,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
2.776262795,CCCCc1ccc(C(=O)O)nc1
5.230660908,CCN(CCCl)CCCl
2.564483216,CNNC
1.328006503,C[N+](C)(C)CC(O)CC(=O)O
5.316639105,ClC=C[As](Cl)Cl
3.19252409,C[N+](C)(C)Cc1ccco1
1.475094734,NC(N)=NOCCC(N)C(=O)O
3.603780371,CCCC[Hg]Cl
3.425339043,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1
3.506849145,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O
6.05190381,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1
3.579137389,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
2.857662948,CN(C)CCC=C1c2ccccc2CCc2ccccc21
3.059374059,OCC1OC(n2cnc3cncnc32)C(O)C1O
3.571876708,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
3.273792483,CN(C)CC(O)c1ccc(O)c(O)c1
5.009722776,ClCCN(CCCl)CCCl
3.093184171,CN=C=S
4.447592109,CS(=O)(=O)F
4.055519594,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C
2.729344165,NNC(N)=O
2.359195625,OCC1OC(n2cnc3c(=S)nc[nH]c32)C(O)C1O
2.961391208,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
1.374766855,CCCCC(O)c1ccccc1
1.920092391,O=C(O)O
3.922116121,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
2.964394337,CC(C[N+](C)(C)C)OC(N)=O
2.582378522,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
2.012608365,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
1.554364972,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
1.429216866,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
1.991673434,CCOC(=O)c1ccc(O)c(OC)c1
2.427052002,CCCN(CCC)N=O
2.234488359,N=CNO
2.339630366,CN=C=O
2.699375157,NNC=O
1.623858943,CCCCOS(=O)(=O)OCCCC
1.339699822,CC(N)CCCC(=O)O
1.62535506,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
2.303054047,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
3.651146655,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
1.411925961,CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12
2.564265538,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O
3.405709726,CCOC(=O)C(F)C(=O)OCC
2.829882446,Cc1ccnc(N)c1
2.055592579,CNc1snc2ccccc12
3.642429006,CCC1(CC)COC(=O)NC1=O
2.752922514,CCNCC(O)c1cccc(O)c1
2.048002012,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
1.704636037,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
2.841689759,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1
1.763911439,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
4.280087369,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O
3.898152325,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
2.713254431,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O
2.164176326,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC
5.898189352,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC
2.688375322,CCN(N=O)C(N)=O
2.480733993,NC12CC3CC(CC(C3)C1)C2
2.787107483,N#CCc1c[nH]c2ccccc12
2.757110625,Oc1c(F)c(F)c(F)c(F)c1F
1.659560636,CCCCOS(=O)(=O)c1ccc(C)cc1
1.645299697,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
2.975512291,CNC1(C)C2CCC(C2)C1(C)C
2.597278074,COc1cc(CCN)cc(OC)c1OC
1.506725506,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
1.525291053,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21
2.606106441,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
1.618858591,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1
3.623145875,CC[Sn](Cl)(Cl)CC
1.847476622,CCOC(=O)C(N)CS
1.568829651,CO[PH](=O)OC
2.082671697,CCCCN(N=O)C(N)=O
1.695188253,CN1CCCC1=O
2.634285072,Cc1ncc(CS)c(CO)c1O
3.2525456,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
2.411701035,NC(=O)OCC(O)COc1ccc(Cl)cc1
2.336347977,O=C(O)CCC1(Cc2ccccc2)CCCCC1=O
2.772229378,CNCCC=C1c2ccccc2CCc2ccccc21
2.589671872,CN(C)CCC=C1c2ccccc2CSc2ccccc21
2.930196071,N#CCC(N)C(=O)O
2.120148751,CCCCN(CCCC)N=O
2.983877232,CCCN(C)N=O
2.526602323,C[n+]1ccccc1
2.082041556,NC(=O)CCCCC1CCSS1
3.167441712,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
2.404133836,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
1.774840143,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O
3.785962526,Nc1ccncc1
2.73241412,CCNc1nc(NCC)nc(SC)n1
2.029850292,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
4.47690932,CC[Pb](Cl)(CC)CC
2.146592048,CCCC(CCC)C(=O)O
2.952838752,O=C(O)CCCCC1CCSS1
1.263795399,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
4.026893719,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
2.634030318,CN(C)C(=N)N=C(N)N
1.437354128,C[S+](C)CCC(N)C(=O)O
2.956541925,O=S1(=O)CCCO1
3.624102813,CCC(CN)=C(c1ccccc1)c1ccccc1
3.086048237,CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I
3.695936261,O=C1CCCCC1(CCN1CCCCCC1)C(=O)OCc1ccccc1
5.012560364,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
2.571175983,CC1CN(N=O)CC(C)O1
3.087096484,CCCC[SnH2+](CCCC)CCCC
2.05171581,CCCC[Sn](CCCC)(CCCC)CCCC
3.133987164,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
1.346183397,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1
2.928738363,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.981986572,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1
2.684037037,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
2.513350493,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
2.309072008,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
3.129277914,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
1.499296592,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
1.893883769,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
3.078120536,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.590019772,O=S1(=O)CCCCO1
3.518172273,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
2.861870141,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
1.822629599,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O
2.196442745,Nc1cnn(-c2ccccc2)c(=O)c1Cl
2.615994741,Cc1ncc2cscc2c1O
2.686263148,Cc1cccc(C)c1NC(=O)C1CCCCN1C
1.302581993,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1
2.445418947,CCCNC(C)C(=O)Nc1ccccc1C
1.555421503,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
1.58868619,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O
1.813979743,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
2.209782058,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
2.568087342,CC(C)(C)NCCCCN
1.722578398,CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1
1.704593169,CNC(=O)OCc1cccc(COC(=O)NC)n1
3.241026526,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
3.10518274,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.448531697,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
1.326627821,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I
1.559783378,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C
2.971560778,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
2.841237276,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
3.035582323,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
2.470260506,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
5.709329333,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1
3.703268803,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
1.587680016,Nc1nc(=O)[nH]cc1F
2.274946,CCC(C)(O)C#CBr
2.534235645,C#CC(C)(O)C(O)c1ccccc1
2.837440702,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
3.767074196,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
1.622831716,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
3.239016077,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
3.0310147,C#CCN(C)C(C)Cc1ccccc1
1.484299839,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
3.264654856,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1
3.333898921,CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
3.609954508,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
2.936852903,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2
3.350342525,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O
2.477322727,CCNc1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c2ccccc12
2.233733344,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
2.193872833,CC1CCC(C(C)C)C(O)C1
2.911872305,CCCC1(CCC)C(=O)NC(=O)NC1=O
3.497434137,CCNC1C2CCC(C2)C1c1ccccc1
3.096872595,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I
2.178729131,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1
3.20072219,Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1
2.265731009,CN(N=O)C(C)(C)C
3.151489286,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S
1.342951408,CC(C)(C)C(=O)OCC(=O)c1ccccc1
3.090752052,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1OC(=O)CCl
2.32284891,C=CCC(CC=C)(C(=O)OCCN(CC)CC)c1ccccc1
1.917273334,CS(=O)(=O)c1ccc(C(O)C(COC(=O)CN)NC(=O)C(Cl)Cl)cc1
2.483708512,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
5.650706691,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(O)C2(C)C12CO2
1.482445984,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
3.953104533,CCS(=O)CC(C)SP(=O)(OC)OC
1.752662943,CCN1CCCC1=O
3.063434498,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
3.162138565,CCCCCCCCCCCCCC[n+]1ccc(C)cc1
3.444747222,C[N+](C)(C)CCBr
4.237793516,c1cc[n+]2c(c1)-c1cccc[n+]1CC2
1.729605343,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1
3.812207221,CN1CCCC1c1cccnc1
4.046691846,O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O
2.22818641,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
6.251942882,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
2.080256725,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
3.455785764,O=C(CCCN1CCC(C(=O)N2CCCC2)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1
2.210600733,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
5.379081815,CCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
2.476437154,CCC(CC)(C(=O)O)c1cccc2ccccc12
3.677975571,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1
2.090247469,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
3.095682537,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
3.308390092,O=C(O)C(F)C(=O)O
2.414752946,COCc1c(CO)cnc(C)c1O
2.808336428,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CNC
1.870651463,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2.306726778,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
3.975235947,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
1.732637647,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1
2.364804033,FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1
3.53854155,C=C1CCC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5
3.382159896,Cn1cc(CCc2cc[n+](CCC[N+](C)(C)C)cc2)c2ccccc21
2.043287877,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1
1.720392137,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
3.527423659,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O
2.246339548,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
3.704632712,Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O
2.537550872,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
3.020473934,COc1ccc(C(=O)CCCN2CC=C(c3ccccc3)CC2)cc1
2.94225455,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1
2.160759992,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
